CorrelationId,longitude,latitude
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-91.06177,33.41012
af9a86e3-f80b-48d7-9b75-625ef26c0646,-93.263,45.0408
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-81.38758,30.17746
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-74.15987,40.82232
759b97d7-69a9-4c21-b01a-bc87e8e214b1,-84.23381,33.54428
0b0e092a-4329-4182-9632-f18479014a14,-73.78458,41.0051
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-122.39168,40.58654
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-117.71978,34.09668
8126adf5-d177-4ae4-afc8-4201e7a4ee59,-117.23991,47.64995
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-116.56346,43.54072
0d10f252-006e-4836-a7a8-f81ef057dcf6,-81.38758,30.17746
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-71.29144,41.54566
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-70.92866,42.52787
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-77.02303,38.70734
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-86.99666,33.45122
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-115.98391,36.20829
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-88.70464,34.25807
0b0e092a-4329-4182-9632-f18479014a14,-120.43572,34.95303
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-77.02303,38.70734
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-119.0376,34.21639
0b0e092a-4329-4182-9632-f18479014a14,-88.70464,34.25807
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-74.15987,40.82232
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-80.66756,26.68451
0b0e092a-4329-4182-9632-f18479014a14,-116.37697,33.72255
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-122.86705,45.49428
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-78.04471,34.25628
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-86.78777,33.44872
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-95.44744,29.53885
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-111.89903,33.50921
0b0e092a-4329-4182-9632-f18479014a14,-70.92866,42.52787
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-111.90466,40.34912
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-73.0515,41.55815
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-97.92977,38.06084
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-73.20483,41.16704
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-118.10583,34.09611
0b0e092a-4329-4182-9632-f18479014a14,-73.75513,40.60538
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-104.83192,39.72943
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-85.76942,39.78504
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-77.70066,43.16547
0b0e092a-4329-4182-9632-f18479014a14,-78.87836,35.05266
0b0e092a-4329-4182-9632-f18479014a14,-94.74049,32.5007
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-119.01677,36.06523
0b0e092a-4329-4182-9632-f18479014a14,-76.43941,39.33427
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-82.42491,42.97086
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-122.86705,45.49428
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-93.08883,45.16024
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-116.21677,33.7207
0b0e092a-4329-4182-9632-f18479014a14,-74.07764,40.72816
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-73.97069,40.64621
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-77.70066,43.16547
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-73.97069,40.64621
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-73.89125,40.67705
0d10f252-006e-4836-a7a8-f81ef057dcf6,-156.47432,20.88953
8e1c39c5-cc7b-498d-b047-dabe77a65403,-75.64963,40.24537
d9e9d61d-3179-4148-b0cc-701c12782373,-118.10583,34.09611
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-93.71133,41.57721
8e1c39c5-cc7b-498d-b047-dabe77a65403,-122.86705,45.49428
44df8a17-9946-4cdd-ad6d-0ba8fcd775c1,-84.50855,39.08367
3289f8ca-f1c6-44bc-93d4-b70352d45765,-111.89903,33.50921
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-73.78458,41.0051
d9e9d61d-3179-4148-b0cc-701c12782373,-156.47432,20.88953
686a93b9-59e0-47be-8a93-8bf73a5ba066,-97.54667,30.5427
686a93b9-59e0-47be-8a93-8bf73a5ba066,-84.62081,42.7392
d9e9d61d-3179-4148-b0cc-701c12782373,-74.15987,40.82232
686a93b9-59e0-47be-8a93-8bf73a5ba066,-82.35176,27.71809
d9e9d61d-3179-4148-b0cc-701c12782373,-77.02303,38.70734
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-111.78903,33.35283
3343ebf6-cb55-458d-9ad8-2ae6cfc75612,-81.38758,30.17746
cb0e4908-cb19-41dc-8def-20a6412b83a3,-86.99666,33.45122
d9e9d61d-3179-4148-b0cc-701c12782373,-122.38731,45.53929
f5c34e29-106d-4f56-8a8e-50100fd0c05c,-74.07764,40.72816
f5c34e29-106d-4f56-8a8e-50100fd0c05c,-82.90375,32.54044
6a77489b-182a-4cf5-80c9-7aa2cc693b72,-121.74052,38.54491
d9e9d61d-3179-4148-b0cc-701c12782373,-81.79819,41.48199
2993a280-01c7-4d42-822d-0da7e72d0b87,-87.66561,41.8542
2993a280-01c7-4d42-822d-0da7e72d0b87,-81.23621,33.98154
d9e9d61d-3179-4148-b0cc-701c12782373,-82.45426,27.09978
07b033d0-a537-4cd7-9eb5-4ffc69d6da9a,-86.78777,33.44872
2993a280-01c7-4d42-822d-0da7e72d0b87,-116.97725,33.92946
2993a280-01c7-4d42-822d-0da7e72d0b87,-84.23381,33.54428
2de113da-08cc-46d1-a372-daf32c702c1a,-120.45794,34.63915
d9e9d61d-3179-4148-b0cc-701c12782373,-86.77917,36.02506
2993a280-01c7-4d42-822d-0da7e72d0b87,-88.42814,42.16808
2993a280-01c7-4d42-822d-0da7e72d0b87,-75.23266,43.1009
75ec744f-09bc-4bac-b17d-868497a7fab7,-93.12577,44.73941
2993a280-01c7-4d42-822d-0da7e72d0b87,-71.06616,42.4251
2993a280-01c7-4d42-822d-0da7e72d0b87,-99.73314,32.44874
b23ab771-f2ba-4662-9e45-bb48d4c179ca,-71.8023,42.58342
d9e9d61d-3179-4148-b0cc-701c12782373,-70.92866,42.52787
2993a280-01c7-4d42-822d-0da7e72d0b87,-74.96933,39.71734
da18ec26-d318-4a89-8938-e36488b08c22,-69.96533,43.91452
2993a280-01c7-4d42-822d-0da7e72d0b87,-76.88442,40.2737
2993a280-01c7-4d42-822d-0da7e72d0b87,-118.03917,33.95015
d9e9d61d-3179-4148-b0cc-701c12782373,-95.36969,35.74788
a31e4c19-74a0-4703-a770-fc46f8a4c84b,-111.90466,40.34912
2993a280-01c7-4d42-822d-0da7e72d0b87,-121.75689,36.91023
d9e9d61d-3179-4148-b0cc-701c12782373,-93.263,45.0408
2993a280-01c7-4d42-822d-0da7e72d0b87,-88.64235,46.09273
2993a280-01c7-4d42-822d-0da7e72d0b87,-73.89125,40.67705
fa0ca496-66ce-47b1-bd9d-a09bb13e5955,-74.38987,40.65538
fa0ca496-66ce-47b1-bd9d-a09bb13e5955,-95.36969,35.74788
d9e9d61d-3179-4148-b0cc-701c12782373,-88.27205,44.27804
2993a280-01c7-4d42-822d-0da7e72d0b87,-87.88754,41.15376
2993a280-01c7-4d42-822d-0da7e72d0b87,-95.30106,32.35126
4333a549-9e76-43e8-bf91-1aeddb9a6bb7,-123.02621,44.99012
4333a549-9e76-43e8-bf91-1aeddb9a6bb7,-81.38758,30.17746
2993a280-01c7-4d42-822d-0da7e72d0b87,-69.96533,43.91452
2993a280-01c7-4d42-822d-0da7e72d0b87,-91.58045,41.6764
d9e9d61d-3179-4148-b0cc-701c12782373,-87.66561,41.8542
2993a280-01c7-4d42-822d-0da7e72d0b87,-86.77917,36.02506
2993a280-01c7-4d42-822d-0da7e72d0b87,-71.8023,42.58342
2993a280-01c7-4d42-822d-0da7e72d0b87,-82.45426,27.09978
2993a280-01c7-4d42-822d-0da7e72d0b87,-73.9625,40.81
2993a280-01c7-4d42-822d-0da7e72d0b87,-93.75018,32.52515
2993a280-01c7-4d42-822d-0da7e72d0b87,-81.79819,41.48199
d9e9d61d-3179-4148-b0cc-701c12782373,-91.06177,33.41012
2993a280-01c7-4d42-822d-0da7e72d0b87,-111.78903,33.35283
2993a280-01c7-4d42-822d-0da7e72d0b87,-73.0515,41.55815
2993a280-01c7-4d42-822d-0da7e72d0b87,-81.79819,41.48199
2993a280-01c7-4d42-822d-0da7e72d0b87,-117.71978,34.09668
2993a280-01c7-4d42-822d-0da7e72d0b87,-71.8023,42.58342
2993a280-01c7-4d42-822d-0da7e72d0b87,-117.70755,33.52253
d9e9d61d-3179-4148-b0cc-701c12782373,-97.92977,38.06084
2993a280-01c7-4d42-822d-0da7e72d0b87,-72.27814,42.93369
2993a280-01c7-4d42-822d-0da7e72d0b87,-93.08883,45.16024
d9e9d61d-3179-4148-b0cc-701c12782373,-87.66561,41.8542
2993a280-01c7-4d42-822d-0da7e72d0b87,-81.23621,33.98154
2993a280-01c7-4d42-822d-0da7e72d0b87,-88.70464,34.25807
2993a280-01c7-4d42-822d-0da7e72d0b87,-120.45794,34.63915
dfad0d4b-5cd4-412c-b95b-165552a8d480,-77.55777,37.52487
dfad0d4b-5cd4-412c-b95b-165552a8d480,-74.13653,40.63316
2993a280-01c7-4d42-822d-0da7e72d0b87,-70.92866,42.52787
2993a280-01c7-4d42-822d-0da7e72d0b87,-97.54667,30.5427
d9e9d61d-3179-4148-b0cc-701c12782373,-117.14392,32.9156
2993a280-01c7-4d42-822d-0da7e72d0b87,-96.67834,34.77453
6c9a012a-9ec4-449f-9722-7e3b7ffa0172,-82.07842,26.91756
6c9a012a-9ec4-449f-9722-7e3b7ffa0172,-122.38731,45.53929
2993a280-01c7-4d42-822d-0da7e72d0b87,-118.10583,34.09611
2993a280-01c7-4d42-822d-0da7e72d0b87,-77.4286,39.00622
d9e9d61d-3179-4148-b0cc-701c12782373,-82.61573,41.24255
2993a280-01c7-4d42-822d-0da7e72d0b87,-97.03285,47.92526
2993a280-01c7-4d42-822d-0da7e72d0b87,-95.30106,32.35126
b92a2838-5112-4893-bc23-2c86144e9652,-70.92866,42.52787
b92a2838-5112-4893-bc23-2c86144e9652,-102.36764,31.84568
d9e9d61d-3179-4148-b0cc-701c12782373,-72.86843,41.27621
2993a280-01c7-4d42-822d-0da7e72d0b87,-76.72803,39.32288
2993a280-01c7-4d42-822d-0da7e72d0b87,-89.99038,38.58894
2993a280-01c7-4d42-822d-0da7e72d0b87,-102.36764,31.84568
2993a280-01c7-4d42-822d-0da7e72d0b87,-73.89125,40.67705
d9e9d61d-3179-4148-b0cc-701c12782373,-81.77285,28.54944
2993a280-01c7-4d42-822d-0da7e72d0b87,-81.79819,41.48199
2993a280-01c7-4d42-822d-0da7e72d0b87,-97.54667,30.5427
2993a280-01c7-4d42-822d-0da7e72d0b87,-91.06177,33.41012
2993a280-01c7-4d42-822d-0da7e72d0b87,-89.99038,38.58894
2993a280-01c7-4d42-822d-0da7e72d0b87,-89.64066,40.56754
d9e9d61d-3179-4148-b0cc-701c12782373,-115.98391,36.20829
2993a280-01c7-4d42-822d-0da7e72d0b87,-94.41551,39.09112
2993a280-01c7-4d42-822d-0da7e72d0b87,-98.15529,26.18924
2993a280-01c7-4d42-822d-0da7e72d0b87,-80.22588,26.2173
2993a280-01c7-4d42-822d-0da7e72d0b87,-71.06616,42.4251
2993a280-01c7-4d42-822d-0da7e72d0b87,-89.64066,40.56754
d9e9d61d-3179-4148-b0cc-701c12782373,-78.87836,35.05266
2993a280-01c7-4d42-822d-0da7e72d0b87,-82.42491,42.97086
2993a280-01c7-4d42-822d-0da7e72d0b87,-77.02303,38.70734
b2046f62-f7d4-4545-81fd-e60d556e8bd7,-117.70755,33.52253
2993a280-01c7-4d42-822d-0da7e72d0b87,-118.10583,34.09611
d9e9d61d-3179-4148-b0cc-701c12782373,-80.22588,26.2173
6d3a7dd8-3799-4490-bcdd-ed4a03ebd5ba,-75.64963,40.24537
2993a280-01c7-4d42-822d-0da7e72d0b87,-72.86843,41.27621
2993a280-01c7-4d42-822d-0da7e72d0b87,-93.75018,32.52515
2993a280-01c7-4d42-822d-0da7e72d0b87,-72.86843,41.27621
d9e9d61d-3179-4148-b0cc-701c12782373,-73.95097,40.72371
2993a280-01c7-4d42-822d-0da7e72d0b87,-88.64235,46.09273
d9e9d61d-3179-4148-b0cc-701c12782373,-78.04471,34.25628
818a8b6f-3a55-465e-952a-cc959ebdf8b3,-84.20299,39.43534
2993a280-01c7-4d42-822d-0da7e72d0b87,-96.39774,30.16688
2993a280-01c7-4d42-822d-0da7e72d0b87,-97.92977,38.06084
d9e9d61d-3179-4148-b0cc-701c12782373,-75.60804,39.96097
1fa6dfc5-4e73-4daf-9ec0-f2e22a761408,-105.11221,39.57582
2993a280-01c7-4d42-822d-0da7e72d0b87,-83.2321,33.08014
2993a280-01c7-4d42-822d-0da7e72d0b87,-95.36969,35.74788
2993a280-01c7-4d42-822d-0da7e72d0b87,-90.10674,29.84576
2993a280-01c7-4d42-822d-0da7e72d0b87,-87.70172,41.72059
db393321-bacf-485f-b9ce-32deffd57dbb,-84.50855,39.08367
d9e9d61d-3179-4148-b0cc-701c12782373,-116.37697,33.72255
db393321-bacf-485f-b9ce-32deffd57dbb,-73.75513,40.60538
2993a280-01c7-4d42-822d-0da7e72d0b87,-122.24064,47.80527
2993a280-01c7-4d42-822d-0da7e72d0b87,-120.93549,37.73604
d9e9d61d-3179-4148-b0cc-701c12782373,-76.43941,39.33427
0072c73c-7e52-4caa-b3ca-c83d1c5cb727,-95.36969,35.74788
2993a280-01c7-4d42-822d-0da7e72d0b87,-84.67837,34.06635
426a5a07-c344-40c5-9dd7-9e2f3577ac98,-97.54667,30.5427
2993a280-01c7-4d42-822d-0da7e72d0b87,-120.00865,46.32374
a2aa5e8f-c24f-4ebe-8428-b8a7e5f5d22e,-75.23266,43.1009
2993a280-01c7-4d42-822d-0da7e72d0b87,-118.25508,34.14251
2993a280-01c7-4d42-822d-0da7e72d0b87,-86.78777,33.44872
2993a280-01c7-4d42-822d-0da7e72d0b87,-91.58045,41.6764
7a9662c5-0550-493e-9b34-084686807b85,-83.55521,41.66394
2993a280-01c7-4d42-822d-0da7e72d0b87,-117.54866,33.93113
accc4d01-3aca-4c98-83e8-b05e20eb9ce9,-86.77917,36.02506
2993a280-01c7-4d42-822d-0da7e72d0b87,-85.76942,39.78504
2fb89d4c-33d6-467a-9645-0909cf7dd5b2,-73.20483,41.16704
2993a280-01c7-4d42-822d-0da7e72d0b87,-77.37331,37.60876
2fb89d4c-33d6-467a-9645-0909cf7dd5b2,-91.58045,41.6764
2993a280-01c7-4d42-822d-0da7e72d0b87,-89.64066,40.56754
2fb89d4c-33d6-467a-9645-0909cf7dd5b2,-120.45794,34.63915
2993a280-01c7-4d42-822d-0da7e72d0b87,-84.50855,39.08367
2993a280-01c7-4d42-822d-0da7e72d0b87,-102.36764,31.84568
d9e9d61d-3179-4148-b0cc-701c12782373,-84.67837,34.06635
e36035d7-85cd-49b3-9a42-6ec8be6cce08,-88.70464,34.25807
2993a280-01c7-4d42-822d-0da7e72d0b87,-98.15529,26.18924
2993a280-01c7-4d42-822d-0da7e72d0b87,-77.37331,37.60876
2993a280-01c7-4d42-822d-0da7e72d0b87,-73.47429,40.68066
2993a280-01c7-4d42-822d-0da7e72d0b87,-117.71978,34.09668
d9e9d61d-3179-4148-b0cc-701c12782373,-81.23621,33.98154
2993a280-01c7-4d42-822d-0da7e72d0b87,-82.07842,26.91756
b22e7676-e4e1-47b4-80f8-67afcc93db98,-99.73314,32.44874
2993a280-01c7-4d42-822d-0da7e72d0b87,-73.89875,40.93121
fdf40b42-2dfb-487f-8650-ccf2c9c76a76,-76.51552,39.32011
fdf40b42-2dfb-487f-8650-ccf2c9c76a76,-94.41551,39.09112
2993a280-01c7-4d42-822d-0da7e72d0b87,-82.90375,32.54044
5c8bf13a-c227-4633-a867-3b119485ca9e,-98.15529,26.18924
5c8bf13a-c227-4633-a867-3b119485ca9e,-71.8023,42.58342
974529e5-13b6-423d-a82e-0873c395c3ff,-99.73314,32.44874
974529e5-13b6-423d-a82e-0873c395c3ff,-95.63079,31.76212
2993a280-01c7-4d42-822d-0da7e72d0b87,-73.20483,41.16704
f755b47d-1a94-41c6-b7aa-7c6f1aedf1e0,-118.25508,34.14251
cf23d9a4-1a65-4688-8065-8d190dce00ef,-90.10674,29.84576
2993a280-01c7-4d42-822d-0da7e72d0b87,-80.08199,35.88264
2993a280-01c7-4d42-822d-0da7e72d0b87,-111.78903,33.35283
799b7d72-cd08-4261-916c-4d1818c5694e,-84.62081,42.7392
2993a280-01c7-4d42-822d-0da7e72d0b87,-73.49484,41.14676
2993a280-01c7-4d42-822d-0da7e72d0b87,-95.63079,31.76212
cf23d9a4-1a65-4688-8065-8d190dce00ef,-72.27814,42.93369
2993a280-01c7-4d42-822d-0da7e72d0b87,-77.55777,37.52487
2993a280-01c7-4d42-822d-0da7e72d0b87,-93.08883,45.16024
6fefe250-0f03-454d-a0c8-e1ef6efcf97f,-97.92977,38.06084
67f43300-3ee1-4ab8-8985-07b46b5ed797,-98.15529,26.18924
2993a280-01c7-4d42-822d-0da7e72d0b87,-87.88754,41.15376
2993a280-01c7-4d42-822d-0da7e72d0b87,-117.79394,33.76446
2993a280-01c7-4d42-822d-0da7e72d0b87,-95.30106,32.35126
2993a280-01c7-4d42-822d-0da7e72d0b87,-78.19444,38.91817
2993a280-01c7-4d42-822d-0da7e72d0b87,-122.40433,37.71715
2993a280-01c7-4d42-822d-0da7e72d0b87,-117.23991,47.64995
2993a280-01c7-4d42-822d-0da7e72d0b87,-118.25508,34.14251
799b7d72-cd08-4261-916c-4d1818c5694e,-93.08883,45.16024
2993a280-01c7-4d42-822d-0da7e72d0b87,-94.74049,32.5007
2993a280-01c7-4d42-822d-0da7e72d0b87,-111.99633,40.65995
2993a280-01c7-4d42-822d-0da7e72d0b87,-122.86705,45.49428
2993a280-01c7-4d42-822d-0da7e72d0b87,-99.73314,32.44874
799b7d72-cd08-4261-916c-4d1818c5694e,-70.92866,42.52787
2993a280-01c7-4d42-822d-0da7e72d0b87,-69.96533,43.91452
2993a280-01c7-4d42-822d-0da7e72d0b87,-95.44744,29.53885
2993a280-01c7-4d42-822d-0da7e72d0b87,-77.4286,39.00622
2993a280-01c7-4d42-822d-0da7e72d0b87,-73.97069,40.64621
2993a280-01c7-4d42-822d-0da7e72d0b87,-73.75513,40.60538
799b7d72-cd08-4261-916c-4d1818c5694e,-82.07842,26.91756
2993a280-01c7-4d42-822d-0da7e72d0b87,-73.78458,41.0051
2993a280-01c7-4d42-822d-0da7e72d0b87,-87.93341,42.55308
2993a280-01c7-4d42-822d-0da7e72d0b87,-117.70755,33.52253
2993a280-01c7-4d42-822d-0da7e72d0b87,-74.01042,41.50343
2993a280-01c7-4d42-822d-0da7e72d0b87,-122.24092,47.4943
2993a280-01c7-4d42-822d-0da7e72d0b87,-78.87836,35.05266
2993a280-01c7-4d42-822d-0da7e72d0b87,-82.61573,41.24255
2993a280-01c7-4d42-822d-0da7e72d0b87,-84.62081,42.7392
2993a280-01c7-4d42-822d-0da7e72d0b87,-120.43572,34.95303
2993a280-01c7-4d42-822d-0da7e72d0b87,-77.02303,38.70734
799b7d72-cd08-4261-916c-4d1818c5694e,-99.73314,32.44874
2993a280-01c7-4d42-822d-0da7e72d0b87,-73.0515,41.55815
2993a280-01c7-4d42-822d-0da7e72d0b87,-122.24064,47.80527
29aaf4a1-b832-4cd6-b44d-c34ab0af9e66,-81.56929,41.55838
2993a280-01c7-4d42-822d-0da7e72d0b87,-73.49484,41.14676
2993a280-01c7-4d42-822d-0da7e72d0b87,-73.99681,40.94065
799b7d72-cd08-4261-916c-4d1818c5694e,-80.66756,26.68451
29aaf4a1-b832-4cd6-b44d-c34ab0af9e66,-72.86843,41.27621
2993a280-01c7-4d42-822d-0da7e72d0b87,-71.06616,42.4251
2993a280-01c7-4d42-822d-0da7e72d0b87,-105.11221,39.57582
2993a280-01c7-4d42-822d-0da7e72d0b87,-74.15987,40.82232
799b7d72-cd08-4261-916c-4d1818c5694e,-81.79819,41.48199
2993a280-01c7-4d42-822d-0da7e72d0b87,-78.04471,34.25628
2993a280-01c7-4d42-822d-0da7e72d0b87,-93.12577,44.73941
29aaf4a1-b832-4cd6-b44d-c34ab0af9e66,-93.71133,41.57721
29aaf4a1-b832-4cd6-b44d-c34ab0af9e66,-91.58045,41.6764
2993a280-01c7-4d42-822d-0da7e72d0b87,-118.03917,33.95015
2993a280-01c7-4d42-822d-0da7e72d0b87,-111.89903,33.50921
29aaf4a1-b832-4cd6-b44d-c34ab0af9e66,-86.99666,33.45122
799b7d72-cd08-4261-916c-4d1818c5694e,-84.62081,42.7392
29aaf4a1-b832-4cd6-b44d-c34ab0af9e66,-89.64066,40.56754
29aaf4a1-b832-4cd6-b44d-c34ab0af9e66,-76.51552,39.32011
29aaf4a1-b832-4cd6-b44d-c34ab0af9e66,-88.3162,42.24113
2993a280-01c7-4d42-822d-0da7e72d0b87,-87.66561,41.8542
2993a280-01c7-4d42-822d-0da7e72d0b87,-116.56346,43.54072
29aaf4a1-b832-4cd6-b44d-c34ab0af9e66,-76.72803,39.32288
799b7d72-cd08-4261-916c-4d1818c5694e,-74.13653,40.63316
29aaf4a1-b832-4cd6-b44d-c34ab0af9e66,-94.74049,32.5007
29aaf4a1-b832-4cd6-b44d-c34ab0af9e66,-77.02303,38.70734
2993a280-01c7-4d42-822d-0da7e72d0b87,-76.99081,38.96372
29aaf4a1-b832-4cd6-b44d-c34ab0af9e66,-102.36764,31.84568
29aaf4a1-b832-4cd6-b44d-c34ab0af9e66,-82.90375,32.54044
799b7d72-cd08-4261-916c-4d1818c5694e,-83.48216,42.30865
2993a280-01c7-4d42-822d-0da7e72d0b87,-95.30106,32.35126
29aaf4a1-b832-4cd6-b44d-c34ab0af9e66,-91.77127,37.95143
2993a280-01c7-4d42-822d-0da7e72d0b87,-99.73314,32.44874
2993a280-01c7-4d42-822d-0da7e72d0b87,-75.23266,43.1009
29aaf4a1-b832-4cd6-b44d-c34ab0af9e66,-118.25508,34.14251
2993a280-01c7-4d42-822d-0da7e72d0b87,-82.61573,41.24255
29aaf4a1-b832-4cd6-b44d-c34ab0af9e66,-74.96933,39.71734
2993a280-01c7-4d42-822d-0da7e72d0b87,-72.97261,43.61062
29aaf4a1-b832-4cd6-b44d-c34ab0af9e66,-98.15529,26.18924
2993a280-01c7-4d42-822d-0da7e72d0b87,-86.99666,33.45122
29aaf4a1-b832-4cd6-b44d-c34ab0af9e66,-122.40433,37.71715
799b7d72-cd08-4261-916c-4d1818c5694e,-73.89875,40.93121
2993a280-01c7-4d42-822d-0da7e72d0b87,-87.882,41.85059
2993a280-01c7-4d42-822d-0da7e72d0b87,-81.77285,28.54944
29aaf4a1-b832-4cd6-b44d-c34ab0af9e66,-73.95097,40.72371
2993a280-01c7-4d42-822d-0da7e72d0b87,-87.65644,41.80753
2993a280-01c7-4d42-822d-0da7e72d0b87,-120.93549,37.73604
29aaf4a1-b832-4cd6-b44d-c34ab0af9e66,-83.48216,42.30865
799b7d72-cd08-4261-916c-4d1818c5694e,-104.83192,39.72943
29aaf4a1-b832-4cd6-b44d-c34ab0af9e66,-91.73625,35.25064
29aaf4a1-b832-4cd6-b44d-c34ab0af9e66,-91.73625,35.25064
bd0fd387-d524-4252-b058-e7fecfa9333e,-73.75513,40.60538
2993a280-01c7-4d42-822d-0da7e72d0b87,-84.67837,34.06635
2993a280-01c7-4d42-822d-0da7e72d0b87,-73.9625,40.81
29aaf4a1-b832-4cd6-b44d-c34ab0af9e66,-87.93341,42.55308
bd0fd387-d524-4252-b058-e7fecfa9333e,-76.99081,38.96372
2993a280-01c7-4d42-822d-0da7e72d0b87,-81.26367,28.90054
bd0fd387-d524-4252-b058-e7fecfa9333e,-116.56346,43.54072
29aaf4a1-b832-4cd6-b44d-c34ab0af9e66,-97.54667,30.5427
bd0fd387-d524-4252-b058-e7fecfa9333e,-76.72803,39.32288
29aaf4a1-b832-4cd6-b44d-c34ab0af9e66,-83.2321,33.08014
bd0fd387-d524-4252-b058-e7fecfa9333e,-74.07764,40.72816
799b7d72-cd08-4261-916c-4d1818c5694e,-77.37331,37.60876
2993a280-01c7-4d42-822d-0da7e72d0b87,-97.92977,38.06084
2993a280-01c7-4d42-822d-0da7e72d0b87,-82.42491,42.97086
bd0fd387-d524-4252-b058-e7fecfa9333e,-87.66561,41.8542
bd0fd387-d524-4252-b058-e7fecfa9333e,-84.50855,39.08367
bd0fd387-d524-4252-b058-e7fecfa9333e,-118.25508,34.14251
29aaf4a1-b832-4cd6-b44d-c34ab0af9e66,-76.51552,39.32011
2993a280-01c7-4d42-822d-0da7e72d0b87,-83.48216,42.30865
799b7d72-cd08-4261-916c-4d1818c5694e,-99.73314,32.44874
29aaf4a1-b832-4cd6-b44d-c34ab0af9e66,-74.07764,40.72816
bd0fd387-d524-4252-b058-e7fecfa9333e,-121.74052,38.54491
bd0fd387-d524-4252-b058-e7fecfa9333e,-70.92866,42.52787
bd0fd387-d524-4252-b058-e7fecfa9333e,-116.56346,43.54072
29aaf4a1-b832-4cd6-b44d-c34ab0af9e66,-77.37331,37.60876
799b7d72-cd08-4261-916c-4d1818c5694e,-71.06616,42.4251
bd0fd387-d524-4252-b058-e7fecfa9333e,-73.97069,40.64621
2993a280-01c7-4d42-822d-0da7e72d0b87,-94.74049,32.5007
2993a280-01c7-4d42-822d-0da7e72d0b87,-116.37697,33.72255
bd0fd387-d524-4252-b058-e7fecfa9333e,-104.83192,39.72943
bd0fd387-d524-4252-b058-e7fecfa9333e,-73.49484,41.14676
29aaf4a1-b832-4cd6-b44d-c34ab0af9e66,-84.62081,42.7392
bd0fd387-d524-4252-b058-e7fecfa9333e,-77.37331,37.60876
bd0fd387-d524-4252-b058-e7fecfa9333e,-111.90466,40.34912
2993a280-01c7-4d42-822d-0da7e72d0b87,-111.99633,40.65995
2993a280-01c7-4d42-822d-0da7e72d0b87,-97.54667,30.5427
bd0fd387-d524-4252-b058-e7fecfa9333e,-73.95958,40.57788
bd0fd387-d524-4252-b058-e7fecfa9333e,-104.83192,39.72943
799b7d72-cd08-4261-916c-4d1818c5694e,-115.98391,36.20829
799b7d72-cd08-4261-916c-4d1818c5694e,-96.39774,30.16688
2993a280-01c7-4d42-822d-0da7e72d0b87,-111.78903,33.35283
2993a280-01c7-4d42-822d-0da7e72d0b87,-69.96533,43.91452
bd0fd387-d524-4252-b058-e7fecfa9333e,-115.98391,36.20829
bd0fd387-d524-4252-b058-e7fecfa9333e,-117.71978,34.09668
2993a280-01c7-4d42-822d-0da7e72d0b87,-74.96933,39.71734
2993a280-01c7-4d42-822d-0da7e72d0b87,-84.20299,39.43534
bd0fd387-d524-4252-b058-e7fecfa9333e,-91.73625,35.25064
bd0fd387-d524-4252-b058-e7fecfa9333e,-120.93549,37.73604
2993a280-01c7-4d42-822d-0da7e72d0b87,-77.37331,37.60876
2993a280-01c7-4d42-822d-0da7e72d0b87,-73.78458,41.0051
